model,variable,tables,members,start,stop,grids,n_tables,n_members,n_grids,n_datasets,n_with_dates
IPSL-CM5A2-INCA,tas,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,tatp,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tauu,"Amon, Eday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,tauuo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,tauv,"Amon, Eday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,tauvo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,thetao,Omon,r1i1p1f1,1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,1,1,1,1
IPSL-CM5A2-INCA,thkcello,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,tnhus,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnhusa,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnhusc,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnhusd,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnhusmp,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnhusscpbl,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnt,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tnta,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tntc,"CFmon, EmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,tntmp,"CFmon, EmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,tntogw,EmonZ,r1i1p1f1,1949-12-23T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,tntr,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tntrlcs,EmonZ,r1i1p1f1,1949-12-23T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,tntrscs,EmonZ,r1i1p1f1,1949-12-23T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,tntscp,EmonZ,r1i1p1f1,1949-12-23T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,tntscpbl,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tos,"Oday, Omon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,tossq,"Oday, Omon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,toz,"AERday, AERmon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,tran,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,treeFrac,"Eyr, Lmon",r1i1p1f1,1850-01-16T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,treeFracPrimDec,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,treeFracPrimEver,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tropoz,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,ts,"Amon, Eday",r1i1p1f1,1850-01-01T00:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,tsIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,tsl,"Eday, Lmon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,tslsi,day,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,ua,"Amon, CFday, day, Eday, EdayZ, Emon",r1i1p1f1,1850-01-01T00:00:00Z,,"gr, grz",6,1,2,6,0
IPSL-CM5A2-INCA,uas,"3hr, Amon, day, E3hr",r1i1p1f1,1850-01-01T00:00:00Z,,gr,4,1,1,4,0
IPSL-CM5A2-INCA,umo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,uo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,uqint,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,utendogw,"EdayZ, Emon",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,va,"Amon, CFday, day, Eday, EdayZ, Emon",r1i1p1f1,1850-01-01T00:00:00Z,,"gr, grz",6,1,2,6,0
IPSL-CM5A2-INCA,vas,"3hr, Amon, day, E3hr",r1i1p1f1,1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gr,4,1,1,4,1
IPSL-CM5A2-INCA,vmo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,vo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,vqint,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,vtendogw,Emon,r1i1p1f1,1949-12-23T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wap,"Amon, CFday, day, Eday",r1i1p1f1,1850-01-01T00:00:00Z,,gr,4,1,1,4,0
IPSL-CM5A2-INCA,wap500,CFday,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetbc,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetdust,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetnh3,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetnh4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetnoy,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetoa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetso2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetso4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wetss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,wfo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,wmo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,wo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,zfull,fx,r1i1p1f1,,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,zmeso,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,zmicro,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,zmla,Eday,r1i1p1f1,1994-11-27T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,zmtnt,EmonZ,r1i1p1f1,1850-01-16T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,zo2min,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,zooc,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,ztp,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM6A-LR,abs550aer,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,20
IPSL-CM6A-LR,agesno,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,10
IPSL-CM6A-LR,agessc,"Odec, Omon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,63,29
IPSL-CM6A-LR,airmass,AERmon,"r1i1p1f1, r2i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,11,1,11,3
IPSL-CM6A-LR,albisccp,"CFday, CFmon","r1i1p1f1, r2i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,12,1,24,9
IPSL-CM6A-LR,areacella,fx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",,,gr,1,33,1,33,0
IPSL-CM6A-LR,areacello,Ofx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",,,gn,1,33,1,33,0
IPSL-CM6A-LR,baresoilFrac,"Eyr, Lmon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,2,33,1,45,21
IPSL-CM6A-LR,basin,Ofx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",,,gn,1,33,1,33,0
IPSL-CM6A-LR,bfe,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,66,38
IPSL-CM6A-LR,bfeos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,33,1,33,18
IPSL-CM6A-LR,bigthetao,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,33,1,33,19
IPSL-CM6A-LR,bigthetaoga,"Odec, Omon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,64,28
IPSL-CM6A-LR,bsi,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,64,26
IPSL-CM6A-LR,bsios,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,33,1,33,10
IPSL-CM6A-LR,c3PftFrac,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,15
IPSL-CM6A-LR,c4PftFrac,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,13
IPSL-CM6A-LR,calc,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,35,18
IPSL-CM6A-LR,calcos,Omon,"r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,,gn,1,2,1,2,0
IPSL-CM6A-LR,ccb,"Amon, CFday, CFsubhr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-01T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",3,33,2,55,23
IPSL-CM6A-LR,cct,"Amon, CFday, CFsubhr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-01T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",3,33,2,55,23
IPSL-CM6A-LR,cdnc,AERmon,"r1i1p1f1, r2i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,12,1,12,6
IPSL-CM6A-LR,cfc11,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r26i1p1f1",1850-01-16T00:00:00Z,,gn,1,4,1,4,0
IPSL-CM6A-LR,cfc11global,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,10
IPSL-CM6A-LR,cfc12,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r26i1p1f1",1850-01-16T00:00:00Z,,gn,1,4,1,4,0
IPSL-CM6A-LR,cfc12global,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,18
IPSL-CM6A-LR,ch4global,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,33,1,33,16
IPSL-CM6A-LR,chl,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,65,35
IPSL-CM6A-LR,chldiat,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1, r11i1p1f1, r12i1p1f1, r13i1p1f1, r14i1p1f1, r15i1p1f1, r16i1p1f1, r17i1p1f1, r18i1p1f1, r19i1p1f1, r20i1p1f1, r21i1p1f1, r22i1p1f1, r23i1p1f1, r24i1p1f1, r25i1p1f1, r26i1p1f1, r27i1p1f1, r28i1p1f1, r29i1p1f1, r30i1p1f1, r31i1p1f1, r32i1p1f1, r33i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,33,1,65,28
