model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples
LPJ-GUESS,1998,HD,precipitation,evspsblsoi,0.25606297253263954,0.4888973950026582,11875
LPJ-GUESS,1998,HD,lai,evspsblsoi,0.20418998802820024,0.4955638490164806,11875
LPJ-GUESS,1998,CW,precipitation,evapotrans,0.3093260392428755,0.5083335905871209,22424
LPJ-GUESS,1998,CW,lai,evapotrans,0.3487943456466135,0.7643709473751852,22424
LPJ-GUESS,1998,CW,precipitation,tran,0.2689837735761064,0.46006745382938957,22424
LPJ-GUESS,1998,CW,lai,tran,0.36790023305601904,0.8618928647718219,22424
LPJ-GUESS,1998,CW,precipitation,evspsblveg,0.25570680461387274,0.44352856278891417,22424
LPJ-GUESS,1998,CW,lai,evspsblveg,0.5419991340360129,0.8435223175792957,22424
LPJ-GUESS,1998,CW,precipitation,evspsblsoi,0.15065115571829368,0.42493244303366823,22424
LPJ-GUESS,1998,CW,lai,evspsblsoi,0.15351799461071886,0.33408414635678696,22424
LPJ-GUESS,1998,CD,precipitation,evapotrans,0.2802391034257331,0.4693626243034807,10722
LPJ-GUESS,1998,CD,lai,evapotrans,0.4860455695779635,0.7430036021780999,10722
LPJ-GUESS,1998,CD,precipitation,tran,0.251641894144618,0.43391313085271366,10722
LPJ-GUESS,1998,CD,lai,tran,0.5897651327859862,0.8647682087660475,10722
LPJ-GUESS,1998,CD,precipitation,evspsblveg,0.25008408090536804,0.4420293747619452,10722
LPJ-GUESS,1998,CD,lai,evspsblveg,0.6136859943427797,0.7794331293646269,10722
LPJ-GUESS,1998,CD,precipitation,evspsblsoi,0.1657792459081203,0.34826331068347155,10722
LPJ-GUESS,1998,CD,lai,evspsblsoi,0.14479531205193952,0.4605148223627248,10722
LPJ-GUESS,1999,HW,precipitation,evapotrans,0.3255856195891973,0.570938041674799,13289
LPJ-GUESS,1999,HW,lai,evapotrans,0.4293452082576372,0.7221072141620324,13289
LPJ-GUESS,1999,HW,precipitation,tran,0.2811512783390779,0.45784094416417664,13289
LPJ-GUESS,1999,HW,lai,tran,0.4772046512894652,0.7870444623406687,13289
LPJ-GUESS,1999,HW,precipitation,evspsblveg,0.38047651216819633,0.6063012790666664,13289
LPJ-GUESS,1999,HW,lai,evspsblveg,0.48142106929921225,0.7880990410496391,13289
LPJ-GUESS,1999,HW,precipitation,evspsblsoi,0.10581897563348473,0.2511224539426551,13289
LPJ-GUESS,1999,HW,lai,evspsblsoi,0.1505649908972163,0.2824362223354278,13289
LPJ-GUESS,1999,HD,precipitation,evapotrans,0.4452383873103653,0.6228702548678977,11879
LPJ-GUESS,1999,HD,lai,evapotrans,0.49895502149479765,0.8047000577937525,11879
LPJ-GUESS,1999,HD,precipitation,tran,0.41385137395257005,0.6084757415046159,11879
LPJ-GUESS,1999,HD,lai,tran,0.5784606879185548,0.8611842390569556,11879
LPJ-GUESS,1999,HD,precipitation,evspsblveg,0.4302314061761896,0.6440895471537782,11879
LPJ-GUESS,1999,HD,lai,evspsblveg,0.5591416947486483,0.8281866707028758,11879
LPJ-GUESS,1999,HD,precipitation,evspsblsoi,0.29910251205617094,0.4941074971445308,11879
LPJ-GUESS,1999,HD,lai,evspsblsoi,0.21973661609784179,0.6126869758278126,11879
LPJ-GUESS,1999,CW,precipitation,evapotrans,0.24241753635298144,0.4988989901733859,22360
LPJ-GUESS,1999,CW,lai,evapotrans,0.3360241502683363,0.7876118067978534,22360
LPJ-GUESS,1999,CW,precipitation,tran,0.21591812357650367,0.508509960442665,22360
LPJ-GUESS,1999,CW,lai,tran,0.3591234347048301,0.8614490161001789,22360
LPJ-GUESS,1999,CW,precipitation,evspsblveg,0.21732538712290114,0.5013601579097493,22360
LPJ-GUESS,1999,CW,lai,evspsblveg,0.5541368515205725,0.8464221824686942,22360
LPJ-GUESS,1999,CW,precipitation,evspsblsoi,0.1499193230427281,0.3371645796064401,22360
LPJ-GUESS,1999,CW,lai,evspsblsoi,0.14800983899821113,0.3399373881932022,22360
LPJ-GUESS,1999,CD,precipitation,evapotrans,0.25663943482930246,0.5341419393615368,10698
LPJ-GUESS,1999,CD,lai,evapotrans,0.4807635171970404,0.7046376036747195,10698
LPJ-GUESS,1999,CD,precipitation,tran,0.24413945732129466,0.4830038980122059,10698
LPJ-GUESS,1999,CD,lai,tran,0.5720704150619828,0.8608158045088347,10698
LPJ-GUESS,1999,CD,precipitation,evspsblveg,0.266664242910022,0.5015163983834868,10698
LPJ-GUESS,1999,CD,lai,evspsblveg,0.5997472669360855,0.7658475774142428,10698
LPJ-GUESS,1999,CD,precipitation,evspsblsoi,0.17432564818466414,0.35053647899948104,10698
LPJ-GUESS,1999,CD,lai,evspsblsoi,0.1861039621345941,0.4693711637951369,10698
LPJ-GUESS,2000,HW,precipitation,evapotrans,0.34554228556886574,0.5967566637629472,13256
LPJ-GUESS,2000,HW,lai,evapotrans,0.42996442694701753,0.7221099572088248,13256
LPJ-GUESS,2000,HW,precipitation,tran,0.27702622443212577,0.4600540601552352,13256
LPJ-GUESS,2000,HW,lai,tran,0.4723487772236145,0.7697798816848126,13256
LPJ-GUESS,2000,HW,precipitation,evspsblveg,0.388910333000591,0.6308419147799318,13256
LPJ-GUESS,2000,HW,lai,evspsblveg,0.460627566634538,0.7770959574582352,13256
LPJ-GUESS,2000,HW,precipitation,evspsblsoi,0.11902597618814036,0.2858145114969993,13256
